"Product_Name","Weight","Unit","Number_Per_Unit","Storage_Form","Number_Whole_Package","Art_Nr_Supplier","Article_Number","Country","GTIN","Category"
"Hayman's Sloe Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8693301","706705","Storbritannien","","Likör"
"Garzon Viognier 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","49648","706818","Uruguay","27730951080246",""
"Goldy Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","00913","706879","Storbritannien","5060536330007","Gin"
"NKB Trippie Hippie Session IPA burk 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","22209","706889","Sverige","17350083091281","Ale"
"De Kuyper Wild Strawberry 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050609","706687","Nederländerna","08710625536502","Likör"
"De Kuyper Raspberry 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1050611","706699","Nederländerna","08710625435508","Likör"
"Château Briot Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7478601","706754","Frankrike","",""
"Veuve Clicquot Brut 3L","3,00 kg","X 3 l","X 3 l","VSÖ","1","9003439","707083","Frankrike","",""
"Fullers London Pride Unfiltered 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","49679","707091","Storbritannien","","Övrig öl"
"Marolo Amaro Ulrich 70cl","4,20 kg","X 0,7 l","X 0,7 l","VSÖ","6","6141000","707107","Italien","8019005900316","Bitter"
"Estate Riesling Trocken 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","16730","707069","Tyskland","4260368260959",""
"De Kuyper Elderflower 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1050613","706713","Nederländerna","08710625700606","Likör"
"Le Grand Noir Viognier 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","249007401","707059","Frankrike","",""
"Fullers Tasman Bay 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","49979","707075","Storbritannien","","Övrig öl"
"Langhe Bianco Dragon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","249005001","707026","Italien","8026720132168",""
"Menade Verdejo 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","249008301","707018","Spanien","",""
"Campogiovanni Rosso di Montalcino 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","257901","707042","Italien","00709067104101",""
"Stich Sauvignon Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","249024501","706994","Nya Zeeland","",""
"Il Falcone Riserva 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","233501","707067","Italien","08000715000786",""
"Langhe Rosso 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7327901","707012","Italien","8026720714050",""
"Le Grand Noir GSM 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","249007301","707057","Frankrike","",""
"Saint Joseph 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","249012101","707034","Frankrike","",""
"S:t Eriks Lager flaska 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","9110-03","707000","Sverige","77330755123535","Lager"
"KWV Classic Grenach Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","48785","706986","Sydafrika","6002323018117",""
"Fullers Session IPA Unfiltered 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","50060","706972","Storbritannien","","Ale"
"Cartron Marasquin 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8672702","707125","Frankrike","03247424410672","Likör"
"Alhambra Reserva 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","8998303","706945","Spanien","18413681303275","Lager"
"Ölvisholt Lava Imperial Stout 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","ISTOUTK","707315","Island","5694230033645","Stout"
"Ölvisholt Freyja 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","ISVETE","707297","Island","5694230033522","Veteöl"
"Tsingtao 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","22144","707299","Kina","06901035605403","Lager"
"Blossa 18 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","1023912","707347","Sverige","6412700220109","Glögg"
"Marolo Grappa Gli Alberi Piemontese","1,00 kg","X 1 l","X 1 l","VSÖ","6","61411100","707259","Italien","8019005100181","Övrig sprit"
"Vi kallar den Kenta 50cl","6,00 kg","X 0,5 l","X 0,5 l","VSÖ","12","KENTA050","707265","Tjeckien","8594007820072","Övrig sprit"
"Minttu Polka 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","1050601","706939","Finland","06438324701909","Likör"
"Ölvisholt Mori Red Ale 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","ISRED","707309","Island","5694230033348","Ale"
"XIII Lunas 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7271001","707240","Spanien","18437004790221",""
"Belles Vignes Cotes de Gascogne 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","990093601","707257","Frankrike","",""
"Wente Morning Fog 75cl","9,00 kg","X 1,5 l","X 1,5 l","VSÖ","12","7414701","707238","USA","17350011551085",""
"NKB Trippie Hippie Sessi IPA KeyKeg 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","22205","707182","Sverige","17350083096286","Ale"
"Stallhagen Baltic Porter 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","707190","707190","Finland","6430018521404","Porter"
"Stallhagen Honungsöl Pale Lager 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","SHH033","707188","Finland","6430018521381","Ale"
"NKB Endless Summer NEIPA KeyKeg 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","22206","707166","Sverige","07350083096265","Ale"
"Martell VSOP 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1050577","707202","Frankrike","03219820005882","Cognac"
"Sagatiba Pura Cachaca 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8694701","707141","Brasilien","07896010000092","Rom"
"Finca Antigua Moscatel 37,5cl","2,25 kg","X 0,375 l","X 0,375 l","VSÖ","6","49987","707152","Spanien","8436543100679",""
"Nils Oscar Winter Edition 2018 33cl","6,60 kg","X 0,33 l","X 0,33 l","VSÖ","20","13003318","707117","Sverige","17330591001170","Ale"
"Skjalfti Steambeer 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","ISLAGER","707119","Island","","Lager"
"Alvisa 10 Organic Brandy 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","50015","707109","Spanien","8437005781672","Brandy"
"J.P. Chenet Cabernet-Syrah EKO 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","464301/12","706960","Frankrike","3263281745757",""
"Gigondas Domaine du Pesquier 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","283601","707604","Frankrike","13070140021153",""
"Sagatiba Velha Esplêndida Cachaca 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8690301","707158","Brasilien","07898382960158","Rom"
"NKB Tutti Frutti DIPA KeyKeg 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","22207","707174","Sverige","17350083096224","Ale"
"Fincas Valdemar Crianza 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7419301","707612","Spanien","08412619001149",""
"Jobard Meursault 1er Cru Poru Dess 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","X50080567101","707133","Frankrike","03760109460026",""
"Rivesaltes Ambré 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","838102","707568","Frankrike","","Övriga Starkviner"
"Bloodstone Shiraz 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","208301","707570","Australien","19326755000187",""
"Allesverloren Tinta Barocca  75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1200201","707588","Sydafrika","",""
"Hussonet 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","226401","707562","Chile","17804653740111",""
"Rubesco 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","294201","707596","Italien","08016044010518",""
"Paulita Sauvignon Blanc 37,5cl","4,50 kg","X 0,375 l","X 0,375 l","VSÖ","12","7231202","707513","Chile","",""
"Tsingtao 64cl","7,68 kg","X 0,64 l","X 0,64 l","VSÖ","12","22145","707537","Kina","06901035604345","Lager"
"Zonnebloem Sauvignon Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","202001","707547","Sydafrika","06001108008558",""
"Las Corazas Macabeo 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","37030217","707499","Spanien","18411106233107",""
"Hannas julcider pepparkaka 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","8556-03","707554","Sverige","17330755122840",""
"Las Corazas Tempranillo 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","37010117","707487","Spanien","18411106233114",""
"Hven Seven Stars no 6:2 Alcor","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","HVEN 995","707442","Sverige","7350044859953","Single malt, övrigt"
"Kings Ridge Riesling 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7807901","707414","USA","10856036001125",""
"Paulita Cabernet Sauvignon Merlot 37,5cl","4,50 kg","X 0,375 l","X 0,375 l","VSÖ","12","7193502","707521","Chile","",""
"Lone Birch Syrah 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7428401","707406","USA","10891240001745",""
"Lone Birch Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7448401","707392","USA","10891240001714",""
"Mackmyra Svensk Ek 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","40901/6","707372","Sverige","7350029660109","Single malt, övrigt"
"Små Sure Twisted Sour Fruit 1L","1,00 kg","X 1 l","X 1 l","VSÖ","6","16500","707772","Danmark","5706844519139","Likör"
"Wild Turkey Rare Breed 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","4040401N","707398","USA","00721059002530","Amerikansk Whiskey"
"Arbeau Je suis à boire 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X50080572001","707786","Frankrike","03252984210174",""
"San Miguel Especial Glutenfri 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","8203903","707808","Spanien","08410655002458","Lager"
"Fondo Filara Nerello Mascalese 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X23600501","707745","Italien","8001014014948",""
"Glen Ellen Chardonnay 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","704601","707739","USA","10080720000013",""
"Fondo Filara Insolia Sicilien 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X23600301","707760","Italien","8001014014931",""
"Fondo Filara Etna Rosso 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X23600601","707737","Italien","8001014000392",""
"Fondo Filara Etna Bianco 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X23600401","707727","Italien","8001014001559",""
"Fullers Golden Pride 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","45122","707729","Storbritannien","05011885009120","Ale"
"Banda Azul Cava 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","71275","707677","Spanien","18410065100673","Cava"
"De Saint Gall Prem Cru Brut Tradit 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","7727901","707752","Frankrike","03232030100277",""
"Myth Sparkling 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","2461574901","707661","Europa","17350053772196","Mousserande vin"
"Dehesa la Granja 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","450501","707689","Spanien","08437002921064",""
"Lagar de Cervera Albariño 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","2304401","707679","Spanien","18413529901045",""
"Zupreme Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X7712301","707758","USA","10081908000337",""
"De la Foliette Muscadet 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7989501","707632","Frankrike","07350055221138",""
"Suze 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1050618","708016","Frankrike","03047101881463","Likör"
"Fullers India Pale Ale 50cl","6,00 kg","X 0,5 l","X 0,5 l","VSÖ","12","45228","707711","Storbritannien","05011885010485","Ale"
"Prospero Brut 20cl","4,80 kg","X 0,2 l","X 0,2 l","VSÖ","24","9027-04","707950","Spanien","28410702048754","Mousserande vin"
"Babich Headwater Pinot Noir 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7207001","707968","Nya Zeeland","29414603000056",""
"Crozes Hermitage Grand Classique 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","28150112","707992","Frankrike","03234783105998",""
"Babich Headwater Sauvignon Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7552301","707962","Nya Zeeland","29414603000049",""
"Sokos Savvatiano White Blend 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","33430117","707935","Grekland","25203814075014",""
"Sokos Epilinios Cabernet Sauvignon 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","33410115","707927","Grekland","25203814075410",""
"Havana Club 7Y 20x5cl","1,00 kg","X 0,05 l","X 0,05 l","VSÖ","120","1050614","707943","Kuba","28501110080488","Rom"
"Sokos Nemea Agiorgitiko 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","33410016","707917","Grekland","25203814075038",""
"Sokos Epilinios White Blend 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","33430217","707929","Grekland","25203814075052",""
"Villa Girardi Valpolicella Classico 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1970901","707893","Italien","08007860756261",""
"Villa Girardi Bure Alto Ripasso 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1970801","707919","Italien","08007860756209",""
"1865 Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1005772","707687","Chile","27804300123349",""
"Nicosia Frappato 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X23600201","708242","Italien","8001014016607",""
"Underwood Pinot Gris 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","540601/12","707877","USA","10856036001033",""
"Loch Lomond Single Malt 15 yo 70cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","51401","708214","Storbritannien","5016840738213","Single malt, Highlands"
"John B Sauvignon Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7269101","707869","Sydafrika","06009673830987",""
"Gancia Prosecco 37,5 cl","4,50 kg","X 0,375 l","X 0,375 l","VSÖ","12","787902","708228","Italien","08000420017437","Mousserande vin"
"Perrier Jouët Belle Epoque Blanc Bl 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050420","708008","Frankrike","03113880104311","Champagne"
"Nicosia Grillo 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","VIX23600101","708206","Italien","8001014014900",""
"Farmers Market 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7478901","708192","Italien","7340118200095",""
"Cape Mentelle Sauvig Blanc Semillon 75cl","0,75 kg","X 0,125 l","X 0,125 l","VSÖ","6","3460072","708172","Australien","09314500066499",""
"Blantons Gold Edition 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","557-01","708149","USA","","Amerikansk Whiskey"
"Cape Mentelle Shiraz 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","9038450","708147","Australien","9314500912130",""
"Cheval des Andes 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","3460002","708178","Argentina","7790975018492",""
"Numanthia 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","9051542","708198","Spanien","8437005360013",""
"Blantons Original Single Barrel  70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","66601","708156","USA","080244002039","Amerikansk Whiskey"
"Altos del Plata Terrazas Chardonnay 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","9050697","708109","Argentina","7790975007243",""
"Cape Mentelle Cabernet Merlot 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","9046379","708131","Australien","9314500914127",""
"Serras Del Priorat 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7368501","708097","Spanien","07350055220940",""
"Absolut Mango  70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1007381","708099","Sverige","07312040180707","Smaksatt sprit"
"Belsazar White Vermouth 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","3450086","708418","Tyskland","4260370120043","Vermouth"
"Dalwhinnie DE18 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450066","708432","Storbritannien","5000281052861","Single malt, Speyside"
"Belsazar Red Vermouth 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","3450085","708404","Tyskland","4260370120029","Vermouth"
"Casamigos Anejo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450089","708388","Mexico","6523414090138","Tequila"
"Belsazar Rosé Vermouth 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","3450088","708382","Tyskland","4260370120036","Vermouth"
"Colleccion Privada Rosado 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","8995-01","708368","Argentina","07791250102295",""
"Colleccion Privada Sauvignon Blanc","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","8973-01","708354","Argentina","07791250201752",""
"S:t Eriks Lageröl Modern Fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","8985-30","708370","Sverige","07330755123260","Lager"
"Manso de Velasco 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","8596701","708230","Chile","28410113005315",""
"Colleccion Privada Malb Cab Merlot 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","8971-01","708349","Argentina","07791250201691",""
"Belsazar Dry Vermouth 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","3450087","708396","Tyskland","4260370120012","Vermouth"
"Casamigos Reposado 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450090","708313","Mexico","6523414090060","Tequila"
"Mouton Cadet Reserve Saint-Émilion 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7061701","708337","Frankrike","03262151101075",""
"Cloudy Bay Te Wahi 2010 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","9035228","708321","Nya Zeeland","9418408130013",""
"Navarro Correas Chardonnay 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","8970-01","708347","Argentina","",""
"El gran botanico Cava 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","","708287","Spanien","18414606334619","Cava"
"Cloudy Bay Tekoko 2014 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","9051068","708339","Nya Zeeland","9418408040015",""
"La Famila Barbera 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","37210117","708263","Italien","28056737570534",""
"Rotari Cuvée 28 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","X500850701","708248","Italien","08004305011213","Mousserande vin"
"Altos del Plata TZ Cabernet Sauvign 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","9036824","708299","Argentina","7790975003702",""
"Grappa PO' di Moscato 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1006735","708289","Italien","8014115000536","Grappa"
"Casamigos Blanco 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450091","708305","Mexico","6523414089934","Tequila"
"Käringön 10x5cl","0,50 kg","X 0,05 l","X 0,05 l","VSÖ","120","34072","708065","Sverige","07311180340729","Kryddad sprit"
"Mackmyra brukswhisky 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1043001/6A","708271","Sverige","7350029669010","Blended Whiskey/Whisky"
"Xide Mandarin Chili 27,5cl","6,60 kg","X 0,275 l","X 0,275 l","VSÖ","24","18762","708669","Sverige","7310074005225",""
"Xide Raspberry Blossom 27,5cl","6,60 kg","X 0,275 l","X 0,275 l","VSÖ","24","18763","708667","Sverige","7310074005232","Blanddryck"
"Xide Cactus Lime 27,5cl","6,60 kg","X 0,275 l","X 0,275 l","VSÖ","24","18761","708644","Sverige","7310074005218","Blanddryck"
"Fruit de Mer Pinot Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7367701","708255","Frankrike","03499050730000",""
"Viña Maipo Cabernet Sauvignon Syrah 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5400VM0201/12","708610","Chile","17804320748402",""
"Fullers Vintage 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","49978","708594","Storbritannien","","Övrig öl"
"O Rosal 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7456901","708608","Spanien","28423037100011",""
"Arette Añejo 100% Agave 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9000655","708503","Mexico","","Tequila"
"KWV Classic Collection Petit Verdot 75cl","4,50 kg","","","VSÖ","","48786","708572","Sydafrika","6002323018131",""
"Torraccia Erbavoglio 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","9620701","708545","Italien","18053808760002",""
"Los Tres Toños Reposado 100 % Agave 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","9013613","708511","Mexico","","Tequila"
"Lagavulin DE18 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450068","708539","Storbritannien","5000281052908","Single malt, Islay"
"Los Tres Toño Xtra Añejo 100% Agave 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","9000663","708537","Mexico","","Tequila"
"Torraccia Ghemme 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","233901","708558","Italien","08003405117382",""
"Talisker 8 YO SR18 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450077","708527","Storbritannien","5000281051741","Single malt, Isle of Skye"
"Mezcal Montelobos Espadin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","40001","708622","Mexico","7503018819075","Mezcal"
"Talisker DE18 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450063","708477","Storbritannien","5000281052809","Single malt, Isle of Skye"
"Fontanafredda Langhe Chardonnay 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7011301/6","708907","Italien","08000174820062",""
"Oban 21YO SR18 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450069","708453","Storbritannien","5000281051765","Single malt, övrigt"
"Caol Ila DE18 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450062","708489","Storbritannien","5000281052786",""
"Cremant de Loire Blanc de Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7653201","708479","Frankrike","03151336335117","Mousserande vin"
"Beaumont de Crayeres Nostalgie Brut 75cl","0,75 kg","","","VSÖ","","7694701","708891","Frankrike","03463001000412","Champagne"
