"Product_Name","Weight","Unit","Number_Per_Unit","Storage_Form","Number_Whole_Package","Art_Nr_Supplier","Article_Number","Country","GTIN","Category"
"Calvet Varietals Sauvignon Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X7549401","798777","Frankrike","03159560653656",""
"Trooper Iron Maiden 20L","20,00 kg","X 20 l","X 20 l","VSÖ","1","IMT300","798702","Storbritannien","","Ale"
"BOX Quercus 1 Robur Single Malt 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","2461572301","798686","Sverige","07350076380395","Single malt, övrigt"
"Castellane Brut NV 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1006034","796334","Frankrike","3113870005499",""
"Kilkenny Fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","798728","798728","Irland","7310070078308","Ale"
"Aalborg Taffel akvavit 24x5cl","1,20 kg","X 0,05 l","X 0,05 l","VSÖ","24","DK0904","798694","Sverige","7048359011486",""
"Lagavulin DE 17 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450023","798652","Storbritannien","05000281049502","Single malt, Islay"
"Bernard Amber Lager 50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","169401","798611","Sverige","8594003352799","Lager"
"Bareksten Botanical Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8280301/6","798637","Norge","7072431500070","Gin"
"By Braastad Cognac Liqueur 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","72501","798603","Irland","03364046524102","Blended Whiskey/Whisky"
"Virtuous Vodka Blond 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","86002","798678","Sverige","07350068570094","Okryddad sprit"
"Weihenstephaner Hefeweissbier 50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","1526-01","798645","Sverige","4105120730946",""
"Xante Dark Chocolate 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","1021528","798629","","6412703120062","Likör"
"Black tower Sparkling Ice 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7714201","798561","Tyskland","04069600016442","Mousserande vin"
"Turckheim Pinot Blanc Organic 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","100201","798595","Frankrike","13274550312867",""
"Willow's Crest Wuk Wuk Lager 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","8815-03","798520","Sverige","17330755123076","Lager"
"Côte de Beaune Rouge Pierres Blanch 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","VOU2014F","798587","Frankrike","3355820080181",""
"Zonin Prosecco Doc Tenuta Ca'Bolani 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050488","798991","Italien","08002235005739","Prosecco"
"Monbazillac Jour de Fruit 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","2461571801","799023","Frankrike","3414271124643",""
"Tom of Finland Organic Vodka 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","8043202","799007","Finland","","Okryddad sprit"
"Virtuous Vodka Ginger 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","30013","798660","Sverige","07350068570131","Smaksatt sprit"
"Elephant Strength Gin 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","X5401EG0302","798546","Tyskland","5060351330046","Gin"
"Trinitas Sauvignon Blanc 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X251MT6101","798983","Chile","",""
"Braastad Cognac Noel Edition 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","4305102","798892","Frankrike","3364048107112","Blended Whiskey/Whisky"
"Stroh 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8780301","798876","Österrike","09001700000612","Rom"
"Bosford Rose Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3440028","798926","Storbritannien","7630040400695","Gin"
"Piper Heidsieck Cuvée Brut 37,5cl","0,38 kg","X 0,375 l","X 0,375 l","VSÖ","12","11440042","798900","Frankrike","3018334200000",""
"Stroh 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8675902","798884","Österrike","09001700000735","Rom"
"Berton Viney Res Cab Sau Coonawarra 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","2461571701","798918","Australien","19335966003672",""
"Virtuous Vodka Vanilj 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8496501","798959","Sverige","07350068570124",""
"Virtuous Vodka Chili 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8401701","798967","Sverige","07350068570148",""
"Bob's Orange & Mandarin Bitters 10 cl","0,10 kg","X 0,1 l","X 0,1 l","VSÖ","1","00901","798868","Storbritannien","","Bitter"
"Virtuous Vodka Raspberry 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8497801","798942","Sverige","07350068570117",""
"Virtuous Vodka Bitter Lemon 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","30012-01","798934","Sverige","07350068570100",""
"Bob's Chocolate Bitters 10 cl","0,10 kg","X 0,1 l","X 0,1 l","VSÖ","1","00899","798850","Storbritannien","","Bitter"
"Bob's Grapefruit Bitters 10cl","0,10 kg","X 0,1 l","X 0,1 l","VSÖ","1","00894","798827","Storbritannien","","Bitter"
"Scavino Vino Rosso 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7315101","786541","Italien","18032636132014",""
"Nardini Acqua di Cedro 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8726201","799270","Italien","8000513002012","Likör"
"Ron Barceló Gran Anejo 35cl","0,35 kg","X 0,35 l","X 0,35 l","VSÖ","24","57802","799288","Dominikanska republiken","07461323129411","Rom"
"Glen's Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","X5401LL0101","799296","Storbritannien","5016840002222","Gin"
"Bob's Cardamom Bitters 10cl","0,10 kg","X 0,1 l","X 0,1 l","VSÖ","1","00898","798843","Storbritannien","","Bitter"
"Bob's Abbotts Bitters 10cl","0,10 kg","X 0,1 l","X 0,1 l","VSÖ","1","00897","798819","Storbritannien","","Bitter"
"Explorer Vodka pet 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1021254","799213","Sverige","6412700036717","Okryddad sprit"
"Kreatör [Jin] 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","8681402/12","799262","Sverige","7350029662011","Gin"
"Stoneleigh Wild Valley Sauvignon Bl 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050463","799197","Nya Zeeland","",""
"Hey Malbec 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","9688101","799254","Argentina","27798000210839",""
"Beaumont des Crayeres 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","6","2461570606","799189","Frankrike","03463000010313","Mousserande vin"
"Explorer Gin pet 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1022996","799221","Sverige","6412700089737","Okryddad sprit"
"St. Stephans Crown 5 Puttonyos 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","1290502","799171","Ungern","5998815721454",""
"Ron Quorhum XO 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","52202","799247","Dominikanska republiken","07466871100110","Rom"
"Vanlig vodka 60% 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","8016301/12","799122","Polen","7350029242428","Okryddad sprit"
"Caol Ila 2004 DE16 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9049517","799130","Storbritannien","5000281021676","Single malt, Islay"
"Ron Quorhum 15 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8310101","799080","Dominikanska republiken","07466871100028","Rom"
"Chablis Domaines des Malandes 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1011036","799106","Frankrike","13451492750081",""
"Steenberg Shiraz Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X50080561201/12","799031","Sydafrika","26008869002164",""
"Monbazillac Jour de Fruit 37,5cl","0,38 kg","X 0,375 l","X 0,375 l","VSÖ","12","2461571802","799015","Frankrike","3414271124490",""
"Ron Quorhum Aniversario 30 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8305501","799072","Dominikanska republiken","07466871100042","Rom"
"Nils Oscar Scotch Ale 33cl","6,60 kg","X 0,33 l","X 0,33 l","VSÖ","20","130033","799064","Sverige","17330591000913","Ale"
"Caol Ila 15YO SR16","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9049742","799114","Storbritannien","5000281046006","Single malt, Islay"
"L'ami des Crustaces 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","1023582","799098","Frankrike","3328770029005",""
"Kilchoman Sanaig 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1120201","799049","Storbritannien","5060210700607","Single malt, Islay"
"Bob's Lavender Bitters 10cl","0,10 kg","X 0,1 l","X 0,1 l","VSÖ","1","00895","798835","Storbritannien","","Bitter"
"Rémi Joubard Meursault Sous la Vell 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","X50080567001","799635","Frankrike","03760109460088",""
"Rémi Joubard Bourgogne Blanc 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","12","X50080567201","799627","Frankrike","03760109460095",""
"Candidato Ecologica 37,5cl","4,50 kg","X 0,375 l","X 0,375 l","VSÖ","12","48453","799593","Spanien","8414048001998",""
"Ron Escudero 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","ECD001","799601","Kuba","7350048361292","Rom"
"Faustino VII Rosado Piccolo 18,7cl","4,49 kg","X 0,187 l","X 0,187 l","VSÖ","24","1006317","799585","Spanien","",""
"Faustino VII Piccolo 18,7cl","4,49 kg","X 0,187 l","X 0,187 l","VSÖ","24","1003610","799577","Spanien","38410441215063",""
"Bob's Ginger Bitters 10cl","0,10 kg","X 0,1 l","X 0,1 l","VSÖ","1","00893","798801","Storbritannien","","Bitter"
"Faustino VII Blanco Piccolo 18,7cl","4,49 kg","X 0,187 l","X 0,187 l","VSÖ","24","1003617","799569","Spanien","38410441235061",""
"Ruffino Chianti Superiore DOCG 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1023777","799536","Italien","8001660601257",""
"La Petite Perriere Pinot Noir 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1021591","799528","Frankrike","3276211811118",""
"Moscato d Asti Tenuta del Fant 37,5cl","4,50 kg","X 0,375 l","X 0,375 l","VSÖ","12","1006655","799544","Italien","8027531004712",""
"Sankt Anna Riesling 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","8145-01","799056","Tyskland","4004888350192",""
"Villa Des Grés Côtes du Rhône 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1022267","799502","Frankrike","3760030180291",""
"La Petite Perriere Sauvignon Blanc 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1021593","799478","Frankrike","3276211810104",""
"Evidence Riesling Vin Biologique 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1017692","799460","Italien","3328779902781",""
"ERA Inzolia Terre Siciliane IGT 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1018857","799445","Italien","8004006600600",""
"Boulard Cidre Biologique Brut 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1023665","799437","Frankrike","73152900001635","Cider"
"Boulard Auguste XO 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","3","1015051","799429","Frankrike","3152900001308","Calvados"
"Poli Grappa Maria Biologica EKO","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1020961","799411","Italien","8014115001601","Grappa"
"Stefan Winter Riesling 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","SWR16","799353","Tyskland","4260367940784",""
"Fisk Pure Raw 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8238201","799304","Danmark","5703586520027","Likör"
"Tres Hombres Porto Dominicano 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3490022","798538","Dominikanska republiken","8712983120621","Rom"
"Bayou Rum Silver 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8701901","799338","USA","0849113016528","Rom"
"Ballast Point Fathom IPA 35,5cl","8,52 kg","X 0,355 l","X 0,355 l","VSÖ","24","248066203","799320","USA","672438001975","Ale"
"Berentzen Apple 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","73601","799312","Tyskland","4041500023621","Likör"
"Bayou Rum Spiced 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8008101","799346","USA","","Rom"
"Gibson's London Dry Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","23501H","799924","Storbritannien","3147690060703","Gin"
"Bob's Vanilla Bitters 10cl","0,10 kg","X 0,1 l","X 0,1 l","VSÖ","1","00903","798793","Storbritannien","","Bitter"
"Rhum Negrita White Signature 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8663601","799908","Frankrike","3012991502002","Rom"
"Poliakov Vodka 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8986801","799890","Frankrike","03147690061007","Okryddad sprit"
"Castelnau Milisime 2004 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","7317501","799858","Frankrike","03257941001482",""
"Super Nikka 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","45501/12","799817","Japan","4904230042358","Blended Whiskey/Whisky"
"Nikka Coffey Grain 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","1167501/6","799809","Japan","04904230032731","Blended Whiskey/Whisky"
"Ontañón Reserva 3L","3,00 kg","X 3 l","X 3 l","VSÖ","1","1026418","799882","Spanien","859331005259",""
"Ontañón Reserva 5L","5,00 kg","X 5 l","X 5 l","VSÖ","1","1026420","799866","Spanien","859331005471",""
"Willow's Crest Wuk Wuk Lager Fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","8815-30","799841","Sverige","7330755123086","Lager"
"Purity Vodka 1.75L","1,75 kg","X 1,75 l","X 1,75 l","VSÖ","3","487-06","799825","Sverige","736040516323","Okryddad sprit"
"Asahi Super Dry 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","155603","799783","Japan","05060006410055",""
"Ontanon Reserva 1,5L","1,50 kg","X 1,5 l","X 1,5 l","VSÖ","6","1026417","799874","Spanien","",""
"McGuigan Estate Chardonnay 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","8499-01","799775","Australien","39310415011433",""
"Boulard Cidre Biologique 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","1023666","799726","Frankrike","43152900001658","Cider"
"Dalwhinnie DE 2017 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450019","799759","Storbritannien","5000281049465","Single malt, Highlands"
"1865 Pinot Noir 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050506","799767","Chile","17804300139442",""
"Ron Barceló Gran Anejo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","57801","799684","Dominikanska republiken","07461323129350","Rom"
"Glenkinchie DE 2017 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450021","799742","Storbritannien","5000281049489","Single malt, Lowland"
"Brännvin Special pet 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","1023651","799668","Sverige","6412700030715","Okryddad sprit"
"Giffard Crème de Pamplemousse Rose 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","GCR001","799676","Frankrike","3180290028612","Likör"
"Becker Family Pinot Noir 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","9910001/12","799650","Tyskland","04260059996655",""
"Vicar's Choice Pinot Gris Riesling 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","631701","799692","Nya Zeeland","19418076003074",""
"Lanson Extra Age Blanc de Blanc 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","7761101","950550","Frankrike","03029440004093",""
"Cava Sogas Mascarao Brut 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X5072SM0101","950519","Spanien","08420805906024","Cava"
"Ontañon Reserva 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026347","950790","Spanien","8411767512965",""
"Ontañon Crianza 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026363","950782","Spanien","8411767243760",""
"Aperol 3L","3,00 kg","X 3 l","X 3 l","VSÖ","1","NG11111","950535","Italien","08002230340729","Aperitif"
"Jakob Jung Riesling Classic 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7461101","950337","Tyskland","",""
"Stonewood Zinfandel 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1548301","509653","USA","",""
"Monin grönt äpple 70cl","0,90 kg","0,70 l/Styck","0,70 l/Styck","Torrt","6","M69","513564","Frankrike","03052911101717","Syrups"
"Knucklehead Old Vine Zinfandel 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","1548401","508705","USA","",""
"Monin Cloudy Lemonade Base 1L","1,00 kg","1,00 l/Styck","1,00 l/Styck","Torrt","4","M222","505115","Frankrike","3052911215780","Syrups"
"Nils Oscar Kalasjulöl 33cl","6,60 kg","X 0,33 l","X 0,33 l","VSÖ","20","122033","388546","Sverige","17331174000153","Lager"
"Bache Gabrielsen XO 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","19601","388868","Frankrike","","Cognac"
"Bache Gabrielsen 3 kors 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","10601","388611","Frankrike","","Cognac"
"Tuborg Guld 50cl","7,50 kg","X 0,5 l","X 0,5 l","VSÖ","15","21518","384016","Sverige","","Lager"
"Franschhoek Cellar Brut 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1026377","786509","Sydafrika","16001506908808","Mousserande vin"
"Avalon California Cabernet Sauvign 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7857201","786525","USA","",""
"Clendenen Mondeuse Rosé 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","X50080552201/12","786558","USA","",""
"Hjortronvin Lakka 37,5cl","0,38 kg","X 0,375 l","X 0,375 l","VSÖ","12","374802","799999","Finland","06435302618556",""
"Mionetto Prosecco Brut 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","774901","953349","Italien","08006220001676","Prosecco"
"Hven Urania Single Malt Whisky 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","HVEN990","953307","Sverige","","Single malt, övrigt"
"Cartron Crème de Peche 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","6","8044502","352526","Frankrike","03247422810672","Likör"
"Kallholmen Levande Ale engångsglas 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","1181","953430","Sverige","","Ale"
"Adobe Reserva Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","685301","953323","Chile","17804320150618",""
"Erdinger Weissbier Kristall 50cl","6,00 kg","X 0,5 l","X 0,5 l","VSÖ","12","22221","953190","Tyskland","04002103227441","Veteöl"
"High Altitude Malbec Syrah 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7522901","952937","Argentina","17790415128054",""
"Matusalem Gran Reserva Solera 23 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","3","8716401","953216","Dominikanska republiken","00766094110055","Rom"
"Geranium Gin 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8707201","952846","Storbritannien","5700004000437","Gin"
"1865 Limited Edition Syrah 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050052","952903","Chile","",""
"Grasovka Vodka 50cl","0,50 kg","X 0,5 l","X 0,5 l","VSÖ","12","2310303","952986","Polen","4034100221771","Kryddad sprit"
"High Altitude Chardonnay Viogner 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7301601","952945","Argentina","17790415009834",""
"Steininger Riesling 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","45587","952648","Österrike","",""
"Grant's Family Reserve 192x5cl","9,60 kg","2 X 0,05 l","2 X 0,05 l","VSÖ","192","NG11041","952606","Storbritannien","05010327209005","Blended Scotch"
"Laird's Applejack 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","00839","954974","USA","0084848100399","Övrig sprit"
"Grossot Chablis 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7379601","952549","Frankrike","03760181570880",""
"Sancerre Rouge 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7295501","954941","Frankrike","17350041450549",""
"Michael David Chardonnay  75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7527601","952721","USA","",""
"Chanson Pouilly Fuisse 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","44899","954370","Frankrike","",""
"Domaine Coussergues Pinot Noir 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","DCPNO","954479","Frankrike","03279960004572",""
"Ara Single Estate Pinot Noir Marlbo 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","46414","954438","Nya Zeeland","19421900742100",""
"Fuller's Black Cab fat 30L","30,00 kg","X 30 l","X 30 l","VSÖ","1","46516","954917","Storbritannien","07310760465166","Ale"
"Steininger Grüner V Loisiumwein Res 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","46628","954347","Österrike","",""
"Poupille 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7546801","954008","Frankrike","13760138300086",""
"Rocca delle Macie Ser Gioveto IGT 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","7455201","953984","Italien","",""
"Bichot Bourgogne Rouge 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","547001","954263","Frankrike","3296311709016",""
"Oppigårds Indian Tribute 33cl","6,60 kg","X 0,33 l","X 0,33 l","VSÖ","20","954073","954073","Sverige","7350016990332","Ale"
"Ravenswood Lodi Zinfandel 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1003550","954222","USA","00082100000388",""
"Barolo Cannubi 75cl","0,75 kg","X 0,75 l","X 0,75 l","VSÖ","6","7093701","953950","Italien","08032636132093",""
"Honoro Vera Garnacha 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7231001","953869","Spanien","18437005068855",""
"Decero Petit Malbec 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7553101","953927","Österrike","07798125585269",""
"Decero Cabernet Sauvignon 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7580801","953935","Argentina","07798125585290",""
"Lindemans Apple 25cl","6,00 kg","X 0,25 l","X 0,25 l","VSÖ","24","73006-03","953778","Belgien","00254112230330","Ale"
"Henkell Trocken 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","775101","953711","Tyskland","14003310010229","Mousserande vin"
"Château Fontaine Audon Sancerre Bl 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","46266","953471","Frankrike","",""
"Kallholmen Levande Lager 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","1163","956912","Sverige","","Lager"
"Chablis 1er Cru Montmain 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7348709","956896","Frankrike","",""
"Guinness Surger 52cl","12,48 kg","X 0,52 l","X 0,52 l","VSÖ","24","22141","956391","Irland","05000213008874","Stout"
"Pere Ventura Tresor Brut 20cl","4,80 kg","X 0,2 l","X 0,2 l","VSÖ","24","402010","956888","Spanien","08426998200246","Cava"
"Chablis Premier Cru Montmains AOC 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050112","956334","Frankrike","03492240101192",""
"Tre Apor halvtorrt vitt vin BIB 3L","12,00 kg","X 3 l","X 3 l","VSÖ","4","592108","956656","Tyskland","17350041450174",""
"Chablis Domaine du Chardonnay 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","1050113","956342","Frankrike","03492240100591",""
"Elvis The King 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","631201","956615","USA","",""
"Copa Sabia Brut Reserva Emocion 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","CAVA","956292","Spanien","08426998260066","Cava"
"Marqués de la Mancha 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","MDLM","956300","Spanien","18437002986633",""
"Benchmark Kentucky Straight Bourbon 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","X5172SC3001","956722","USA","00088004021085","Amerikansk Whiskey"
"Jim Beam Honey 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","10940009","956854","USA","05060045583062","Amerikansk Whiskey"
"Amargo Chuncho Cocktailbitter 7,5cl","0,07 kg","X 0,075 l","X 0,075 l","VSÖ","24","ACB001","956037","Peru","","Bitter"
"Old Pulteney 17 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8699901","956367","Storbritannien","","Single malt, Highlands"
"Schneider Weisse Tap 5 Hopfenweisse 50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","881801","956185","Tyskland","04003669027179","Veteöl"
"The Singleton 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","3450039","957969","Storbritannien","05000281021621","Single malt, Speyside"
"Praga Pils 50cl","10,00 kg","X 0,5 l","X 0,5 l","VSÖ","20","500510","955666","Tjeckien","","Lager"
"Jacob's Creek Rosé Piccolo 18,7cl","2,24 kg","X 0,187 l","X 0,187 l","VSÖ","12","1050075","956169","Australien","39300727045516",""
"Sambuca Romana 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","9024378","957977","Italien","08005713144098","Likör"
"Kopparbergs Naked Apple Cider  33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","5096","957928","Sverige","","Cider"
"Glendronach Parliament 21 yo 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","6","8521901","957894","Storbritannien","05060088793473","Single malt, Speyside"
"Termes 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","9046378","957639","Spanien","",""
"Wild Turkey 81 Proof 70cl","0,70 kg","X 0,7 l","X 0,7 l","VSÖ","12","8584201N","957886","USA","08000040500012","Amerikansk Whiskey"
"Lyngrove Shiraz 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","7481201","957795","Sydafrika","8711709519831",""
"Framingham Classic Riesling 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","11930001","957787","Nya Zeeland","09419031001756",""
"Schlumberg White Secco 75cl","4,50 kg","X 0,75 l","X 0,75 l","VSÖ","6","953350","957860","Österrike","09005702001066","Mousserande vin"
"Deen Vat 5 Botrytis Semillon 37,5cl","4,50 kg","X 0,375 l","X 0,375 l","VSÖ","12","X5202012302","957779","Australien","",""
"Grebbestad Mellis 33cl","7,92 kg","X 0,33 l","X 0,33 l","VSÖ","24","89223","957555","Sverige","7330263192345","Lager"
"Tommasi Adorato Appassimento 75cl","9,00 kg","X 0,75 l","X 0,75 l","VSÖ","12","214701","957514","Italien","08004645405178",""
